date,daily_revenue,transactions,unique_customers,cash_transactions,card_transactions,day_of_week,week_of_year,month,quarter,year,day_of_month,is_weekend,lag_1,lag_7,lag_14,lag_30,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,rolling_std_30,rolling_min_7,rolling_max_7,avg_revenue_per_transaction,avg_revenue_per_customer,card_ratio,cash_ratio,target
2024-04-11,169.0,5,4,0,5,3,15,4,2,2024,11,0,166.4,185.0,125.4,228.1,231.62857142857143,190.52142857142857,202.94,87.35684888787516,87.9190599554401,140.1,362.1,33.8,42.25,1.0,0.0,67.6
2024-04-12,67.6,2,2,0,2,4,15,4,2,2024,12,0,169.0,362.1,156.10000000000002,256.2,229.34285714285716,193.6357142857143,200.96999999999997,88.97458171003782,87.99795119088341,140.1,362.1,33.8,33.8,1.0,0.0,302.40000000000003
2024-04-13,302.40000000000003,8,4,2,6,5,15,4,2,2024,13,1,67.6,140.1,189.9,397.1,187.27142857142857,187.31428571428572,194.68333333333334,85.28883698518653,90.61420336004012,67.6,340.2,37.800000000000004,75.60000000000001,0.75,0.25,434.3
2024-04-14,434.3,13,6,4,9,6,15,4,2,2024,14,1,302.40000000000003,241.5,68.7,107.6,210.45714285714283,195.35,191.52666666666664,92.11543224206716,84.78136560602798,67.6,340.2,33.40769230769231,72.38333333333334,0.6923076923076923,0.3076923076923077,150.39999999999998
2024-04-15,150.39999999999998,5,4,1,4,0,16,4,2,2024,15,0,434.3,340.2,242.8,183.2,238.0,221.46428571428572,202.41666666666666,125.66040214270635,94.09935352239849,67.6,434.3,30.079999999999995,37.599999999999994,0.8,0.2,276.5
2024-04-16,276.5,8,7,1,7,1,16,4,2,2024,16,0,150.39999999999998,186.1,136.5,68.9,210.8857142857143,214.8642857142857,201.32333333333335,120.29536467339368,94.51994018170991,67.6,434.3,34.5625,39.5,0.875,0.125,199.2
2024-04-17,199.2,6,4,1,5,2,16,4,2,2024,17,0,276.5,166.4,126.5,115.6,223.79999999999998,224.8642857142857,208.24333333333334,122.0309386999871,92.0579940275032,67.6,434.3,33.199999999999996,49.8,0.8333333333333334,0.16666666666666666,352.7
2024-04-18,352.7,10,7,0,10,3,16,4,2,2024,18,0,199.2,169.0,185.0,219.9,228.48571428571427,230.05714285714288,211.03000000000003,120.07359449620098,90.40742702935951,67.6,434.3,35.269999999999996,50.385714285714286,1.0,0.0,261.1
2024-04-19,261.1,7,5,0,7,4,16,4,2,2024,19,0,352.7,67.6,362.1,213.9,254.72857142857146,242.03571428571428,215.45666666666665,124.88383554708909,94.0351060025964,67.6,434.3,37.300000000000004,52.220000000000006,1.0,0.0,494.3
2024-04-20,494.3,14,8,2,12,5,16,4,2,2024,20,1,261.1,302.40000000000003,140.1,205.2,282.37142857142857,234.82142857142858,217.03000000000003,94.20760256450853,94.40230545840535,150.39999999999998,434.3,35.30714285714286,61.7875,0.8571428571428571,0.14285714285714285,104.64
2024-04-21,104.64,3,2,1,2,6,16,4,2,2024,21,1,494.3,434.3,241.5,189.4,309.7857142857143,260.12142857142857,226.66666666666666,124.16535250183433,107.06021616388354,150.39999999999998,494.3,34.88,52.32,0.6666666666666666,0.3333333333333333,176.46
2024-04-22,176.46,5,3,2,3,0,17,4,2,2024,22,0,104.64,150.39999999999998,340.2,285.1,262.69142857142856,250.3457142857143,223.84133333333332,131.37609059852707,109.17512574263215,104.64,494.3,35.292,58.82,0.6,0.4,173.9
2024-04-23,173.9,5,4,0,5,1,17,4,2,2024,23,0,176.46,276.5,186.1,78.7,266.4142857142857,238.65,220.22,127.9892832567299,108.87448945998514,104.64,494.3,34.78,43.475,1.0,0.0,272.36
2024-04-24,272.36,8,7,0,8,2,17,4,2,2024,24,0,173.9,199.2,166.4,223.6,251.7571428571429,237.77857142857144,223.39333333333332,132.43922401291422,105.9556689776708,104.64,494.3,34.045,38.90857142857143,1.0,0.0,121.48
2024-04-25,121.48,4,3,0,4,3,17,4,2,2024,25,0,272.36,352.7,169.0,376.7,262.2085714285714,245.34714285714284,225.0186666666667,130.4725298582773,106.33226232876842,104.64,494.3,30.37,40.49333333333333,1.0,0.0,300.28
2024-04-26,300.28,9,7,0,9,4,17,4,2,2024,26,0,121.48,261.1,67.6,271.7,229.17714285714285,241.9528571428571,216.51133333333334,132.98921732159167,103.96148778749036,104.64,494.3,33.364444444444445,42.89714285714285,1.0,0.0,37.72
2024-04-27,37.72,1,1,0,1,5,17,4,2,2024,27,1,300.28,494.3,302.40000000000003,125.4,234.77428571428572,258.5728571428571,217.464,135.36004024540665,104.6135599307246,104.64,494.3,37.72,37.72,1.0,0.0,169.0
2024-04-28,169.0,5,4,0,5,6,17,4,2,2024,28,1,37.72,104.64,434.3,156.10000000000002,169.54857142857142,239.66714285714284,214.5413333333333,92.7632124333369,108.42950621878978,37.72,300.28,33.8,42.25,1.0,0.0,257.66
2024-04-29,257.66,8,4,0,8,0,18,4,2,2024,29,0,169.0,176.46,150.39999999999998,189.9,178.74285714285716,220.71714285714285,214.97133333333332,88.34168093531049,108.21511994341556,37.72,300.28,32.2075,64.415,1.0,0.0,272.36
2024-04-30,272.36,8,1,0,8,1,18,4,2,2024,30,0,257.66,173.9,276.5,68.7,190.34285714285716,228.37857142857143,217.23,93.19003840080154,108.38080320540291,37.72,300.28,34.045,272.36,1.0,0.0,245.72
2024-05-02,245.72,7,5,1,6,3,18,5,2,2024,2,0,272.36,272.36,199.2,242.8,204.4085714285714,228.08285714285714,224.0186666666667,97.61986946460092,105.08471668572716,37.72,300.28,35.10285714285714,49.144,0.8571428571428571,0.14285714285714285,114.44
2024-05-03,114.44,3,2,1,2,4,18,5,2,2024,3,0,245.72,121.48,352.7,136.5,200.60285714285715,231.4057142857143,224.11599999999999,95.013759304339,105.10406303377096,37.72,300.28,38.14666666666667,57.22,0.6666666666666666,0.3333333333333333,314.58
2024-05-06,314.58,10,5,1,9,0,19,5,2,2024,6,0,114.44,300.28,261.1,126.5,199.59714285714287,214.38714285714286,223.38066666666666,96.02275593390802,105.81296087528884,37.72,300.28,31.458,62.916,0.9,0.1,344.08
2024-05-07,344.08,10,6,1,9,1,19,5,2,2024,7,0,314.58,37.72,494.3,185.0,201.64000000000001,218.20714285714286,229.65,98.63824883549658,105.44608306847041,37.72,314.58,34.408,57.346666666666664,0.9,0.1,37.72
2024-05-08,37.72,1,1,0,1,2,19,5,2,2024,8,0,344.08,169.0,104.64,362.1,245.40571428571428,207.47714285714284,234.95266666666666,79.98786134098579,107.11007402742716,114.44,344.08,37.72,37.72,1.0,0.0,295.38
2024-05-09,295.38,9,5,0,9,3,19,5,2,2024,9,0,37.72,257.66,176.46,140.1,226.65142857142857,202.69714285714286,224.14,110.47006222329674,110.16153318242921,37.72,344.08,32.82,59.076,1.0,0.0,148.44
2024-05-10,148.44,4,1,2,2,4,19,5,2,2024,10,0,295.38,272.36,173.9,241.5,232.04000000000002,211.19142857142856,229.316,113.12282115765444,109.72379509948827,37.72,344.08,37.11,148.44,0.5,0.5,293.24
2024-05-11,293.24,8,7,1,7,5,19,5,2,2024,11,1,148.44,245.72,272.36,340.2,214.33714285714285,209.37285714285713,226.214,115.43407609458106,110.6787570372488,37.72,344.08,36.655,41.89142857142857,0.875,0.125,272.36
2024-05-12,272.36,8,8,0,8,6,19,5,2,2024,12,1,293.24,114.44,121.48,186.1,221.12571428571428,210.8642857142857,224.64866666666666,118.93159082110228,109.33498019715671,37.72,344.08,34.045,34.045,1.0,0.0,90.82
2024-05-13,90.82,3,1,2,1,0,20,5,2,2024,13,0,272.36,314.58,300.28,166.4,243.68571428571428,221.64142857142858,227.524,109.96118631243525,109.42047093350655,37.72,344.08,30.27333333333333,90.82,0.3333333333333333,0.6666666666666666,403.64
2024-05-14,403.64,12,7,0,12,1,20,5,2,2024,14,0,90.82,344.08,37.72,169.0,211.72,206.68,225.00466666666668,118.13696401493763,111.72221915685948,37.72,344.08,33.63666666666666,57.66285714285714,1.0,0.0,350.82
2024-05-15,350.82,12,7,1,11,2,20,5,2,2024,15,0,403.64,37.72,169.0,67.6,220.22857142857143,232.81714285714287,232.82600000000002,130.73216888337922,115.8049244560691,37.72,403.64,29.235,50.11714285714286,0.9166666666666666,0.08333333333333333,327.34
2024-05-16,327.34,9,6,2,7,3,20,5,2,2024,16,0,350.82,295.38,257.66,302.40000000000003,264.95714285714286,245.80428571428573,242.26666666666668,109.76158005943088,113.39005044636806,90.82,403.64,36.371111111111105,54.556666666666665,0.7777777777777778,0.2222222222222222,306.36
2024-05-17,306.36,9,8,1,8,4,20,5,2,2024,17,0,327.34,148.44,272.36,434.3,269.52285714285716,250.78142857142853,243.098,111.88221272306657,113.93623798816846,90.82,403.64,34.04,38.295,0.8888888888888888,0.1111111111111111,283.44
2024-05-18,283.44,8,6,1,7,5,20,5,2,2024,18,1,306.36,293.24,245.72,150.39999999999998,292.0828571428571,253.21,238.83333333333334,98.52158709546613,108.81188732389727,90.82,403.64,35.43,47.24,0.875,0.125,417.84
2024-05-19,417.84,13,9,1,12,6,20,5,2,2024,19,1,283.44,272.36,114.44,276.5,290.68285714285713,255.9042857142857,243.268,98.57201998442316,107.78972026989437,90.82,403.64,32.14153846153846,46.42666666666666,0.9230769230769231,0.07692307692307693,559.02
2024-05-20,559.02,17,11,1,16,0,21,5,2,2024,20,0,417.84,90.82,314.58,199.2,311.4657142857142,277.5757142857143,247.9793333333333,108.8641206362535,112.28737878329424,90.82,417.84,32.883529411764705,50.82,0.9411764705882353,0.058823529411764705,314.9
2024-05-21,314.9,9,5,4,5,1,21,5,2,2024,21,0,559.02,403.64,344.08,352.7,378.3514285714285,295.0357142857143,259.9733333333333,93.44435267911608,125.35417403152735,283.44,559.02,34.98888888888889,62.98,0.5555555555555556,0.4444444444444444,370.82
2024-05-22,370.82,11,8,0,11,2,21,5,2,2024,22,0,314.9,350.82,37.72,261.1,365.6742857142857,292.95142857142855,258.7133333333333,95.43993274256194,124.5775586513889,283.44,559.02,33.71090909090909,46.3525,1.0,0.0,575.4
2024-05-23,575.4,16,12,1,15,3,21,5,2,2024,23,0,370.82,327.34,295.38,494.3,368.5314285714286,316.7442857142857,262.37066666666664,95.22024494622471,126.24939759319126,283.44,559.02,35.9625,47.949999999999996,0.9375,0.0625,210.14
2024-05-24,210.14,7,5,0,7,4,21,5,2,2024,24,0,575.4,306.36,148.44,104.64,403.9685714285714,336.74571428571426,265.074,120.21418710348773,132.1187173719152,283.44,575.4,30.02,42.028,1.0,0.0,254.92
2024-05-25,254.92,8,4,2,6,5,21,5,2,2024,25,1,210.14,283.44,293.24,176.46,390.22285714285715,341.15285714285716,268.59066666666666,137.4943477279806,129.07001262168114,210.14,575.4,31.865,63.73,0.75,0.25,526.6
2024-05-26,526.6,15,11,0,15,6,21,5,2,2024,26,1,254.92,417.84,272.36,173.9,386.1485714285714,338.41571428571433,271.206,141.54873123516757,127.92867152144352,210.14,575.4,35.10666666666667,47.872727272727275,1.0,0.0,365.92
2024-05-27,365.92,11,9,0,11,0,22,5,2,2024,27,0,526.6,559.02,90.82,272.36,401.6857142857143,356.57571428571424,282.9626666666667,151.2441168946352,134.70499903514158,210.14,575.4,33.265454545454546,40.65777777777778,1.0,0.0,372.1
2024-05-28,372.1,11,8,1,10,1,22,5,2,2024,28,0,365.92,314.9,403.64,121.48,374.1,376.2257142857143,286.08133333333336,134.44144003989243,135.53156984904714,210.14,575.4,33.82727272727273,46.5125,0.9090909090909091,0.09090909090909091,396.6
2024-05-29,396.6,11,9,1,10,2,22,5,2,2024,29,0,372.1,370.82,350.82,300.28,382.2714285714286,373.97285714285715,294.4353333333333,131.95893242830905,132.73090731544644,210.14,575.4,36.054545454545455,44.06666666666667,0.9090909090909091,0.09090909090909091,370.82
2024-05-30,370.82,11,9,0,11,3,22,5,2,2024,30,0,396.6,575.4,327.34,37.72,385.9542857142857,377.24285714285713,297.64599999999996,131.94581449180095,134.03570375090374,210.14,575.4,33.71090909090909,41.20222222222222,1.0,0.0,499.96
2024-05-31,499.96,14,9,1,13,4,22,5,2,2024,31,0,370.82,210.14,306.36,169.0,356.7285714285714,380.34857142857146,308.7493333333333,102.32184443030258,125.27155537370469,210.14,526.6,35.71142857142857,55.55111111111111,0.9285714285714286,0.07142857142857142,386.8
2024-06-01,386.8,11,8,1,10,5,22,6,2,2024,1,1,499.96,254.92,283.44,257.66,398.13142857142856,394.1771428571429,319.78133333333335,91.1465997589544,127.09979884770264,254.92,526.6,35.163636363636364,48.35,0.9090909090909091,0.09090909090909091,212.8
2024-06-02,212.8,6,4,1,5,6,22,6,2,2024,2,1,386.8,526.6,417.84,272.36,416.97142857142853,401.55999999999995,324.086,67.05779184866601,127.11018083970886,365.92,526.6,35.46666666666667,53.2,0.8333333333333334,0.16666666666666666,251.7
2024-06-03,251.7,7,5,2,5,0,23,6,2,2024,3,0,212.8,365.92,559.02,245.72,372.14285714285717,386.9142857142857,322.10066666666665,84.24253433080094,128.40449186292025,212.8,499.96,35.957142857142856,50.339999999999996,0.7142857142857143,0.2857142857142857,474.18
2024-06-04,474.18,14,10,0,14,1,23,6,2,2024,4,0,251.7,372.1,314.9,114.44,355.82571428571424,364.9628571428571,322.3,95.90345959299253,128.2864182345439,212.8,499.96,33.87,47.418,1.0,0.0,310.08
2024-06-05,310.08,9,7,0,9,2,23,6,2,2024,5,0,474.18,396.6,370.82,314.58,370.40857142857146,376.34000000000003,334.29133333333334,106.01816502036667,124.95692230782464,212.8,499.96,34.45333333333333,44.29714285714285,1.0,0.0,385.52
2024-06-06,385.52,11,7,0,11,3,23,6,2,2024,6,0,310.08,370.82,575.4,344.08,358.04857142857145,372.00142857142856,334.1413333333333,107.48896554663507,124.98409796045476,212.8,499.96,35.04727272727273,55.074285714285715,1.0,0.0,149.4
2024-06-07,149.4,5,4,0,5,4,23,6,2,2024,7,0,385.52,499.96,210.14,37.72,360.1485714285714,358.43857142857144,335.5226666666667,107.92278589012473,125.32625910091599,212.8,499.96,29.880000000000003,37.35,1.0,0.0,136.18
2024-06-08,136.18,4,3,0,4,5,23,6,2,2024,8,1,149.4,386.8,254.92,295.38,310.06857142857143,354.09999999999997,339.24533333333335,113.42813164122487,117.5955864681224,149.4,474.18,34.045,45.39333333333334,1.0,0.0,436.46
2024-06-09,436.46,13,11,0,13,6,23,6,2,2024,9,1,136.18,212.8,526.6,148.44,274.2657142857143,345.61857142857144,333.9386666666667,124.21235671987208,123.10627278153198,136.18,474.18,33.573846153846155,39.67818181818182,1.0,0.0,226.32
2024-06-10,226.32,6,4,0,6,0,24,6,2,2024,10,0,436.46,251.7,365.92,293.24,306.21714285714285,339.18,343.5393333333333,134.1360957776697,119.31343277653018,136.18,474.18,37.72,56.58,1.0,0.0,211.62
2024-06-11,211.62,6,4,0,6,1,24,6,2,2024,11,0,226.32,474.18,372.1,272.36,302.59142857142854,329.2085714285714,341.3086666666666,136.1827002508727,120.90124709813834,136.18,474.18,35.27,52.905,1.0,0.0,221.42
2024-06-12,221.42,6,6,0,6,2,24,6,2,2024,12,0,211.62,310.08,396.6,90.82,265.0828571428571,317.74571428571426,339.284,115.65702136263143,122.5924687341962,136.18,436.46,36.90333333333333,36.90333333333333,1.0,0.0,379.14
2024-06-13,379.14,12,9,0,12,3,24,6,2,2024,13,0,221.42,385.52,370.82,403.64,252.41714285714286,305.2328571428571,343.63733333333334,114.75919683033186,115.58360255179203,136.18,436.46,31.595,42.126666666666665,1.0,0.0,126.38
2024-06-14,126.38,4,4,0,4,4,24,6,2,2024,14,0,379.14,149.4,499.96,350.82,251.50571428571428,305.82714285714286,342.8206666666666,113.5448050855025,115.23104484509372,136.18,436.46,31.595,31.595,1.0,0.0,262.56
2024-06-15,262.56,8,4,0,8,5,24,6,2,2024,15,1,126.38,136.18,386.8,327.34,248.21714285714285,279.14285714285717,335.33933333333334,117.26728809494509,121.79279741835536,126.38,436.46,32.82,65.64,1.0,0.0,408.54
2024-06-16,408.54,12,7,0,12,6,24,6,2,2024,16,1,262.56,436.46,212.8,306.36,266.27142857142854,270.2685714285714,333.18,106.36524862136932,122.511651803354,126.38,436.46,34.045,58.362857142857145,1.0,0.0,323.3
2024-06-17,323.3,10,7,0,10,0,25,6,2,2024,17,0,408.54,226.32,251.7,283.44,262.28285714285715,284.25,336.586,99.20200967626371,123.1589710174172,126.38,408.54,32.33,46.18571428571429,1.0,0.0,234.64
2024-06-18,234.64,7,4,0,7,1,25,6,2,2024,18,0,323.3,211.62,474.18,417.84,276.13714285714286,289.3642857142857,337.9146666666667,100.11027947789803,122.78027640473462,126.38,408.54,33.519999999999996,58.66,1.0,0.0,380.62
2024-06-19,380.62,11,8,0,11,2,25,6,2,2024,19,0,234.64,221.42,310.08,559.02,279.42571428571426,272.2542857142857,331.808,97.99341523067469,123.2230593735578,126.38,408.54,34.60181818181818,47.5775,1.0,0.0,221.42
2024-06-20,221.42,6,4,0,6,3,25,6,2,2024,20,0,380.62,379.14,385.52,314.9,302.1685714285714,277.29285714285714,325.86133333333333,100.72339540023648,115.97118868519678,126.38,408.54,36.90333333333333,55.355,1.0,0.0,403.64
2024-06-21,403.64,12,7,0,12,4,25,6,2,2024,21,0,221.42,126.38,149.4,370.82,279.63714285714286,265.57142857142856,322.74533333333335,98.24568552261988,117.52134643172906,126.38,408.54,33.63666666666666,57.66285714285714,1.0,0.0,169.0
2024-06-22,169.0,5,5,0,5,5,25,6,2,2024,22,1,403.64,262.56,136.18,575.4,319.2457142857143,283.7314285714286,323.83933333333334,80.43669619793003,118.13545813389725,221.42,408.54,33.8,33.8,1.0,0.0,178.8
2024-06-23,178.8,5,3,0,5,6,25,6,2,2024,23,1,169.0,408.54,436.46,210.14,305.88,286.0757142857143,310.2926666666666,97.40840210166677,111.40338204280312,169.0,408.54,35.760000000000005,59.6,1.0,0.0,221.42
2024-06-24,221.42,6,4,0,6,0,26,6,2,2024,24,0,178.8,323.3,226.32,254.92,273.06,267.6714285714286,309.248,95.74320236967219,112.51631564140943,169.0,403.64,36.90333333333333,55.355,1.0,0.0,141.07999999999998
2024-06-25,141.07999999999998,4,4,0,4,1,26,6,2,2024,25,0,221.42,234.64,211.62,526.6,258.5057142857143,267.32142857142856,308.1313333333333,94.56955656325894,113.23800613152686,169.0,403.64,35.269999999999996,35.269999999999996,1.0,0.0,196.92
2024-06-26,196.92,6,5,0,6,2,26,6,2,2024,26,0,141.07999999999998,380.62,221.42,365.92,245.14000000000001,262.28285714285715,295.28066666666666,104.58579890851978,109.40055090113255,141.07999999999998,403.64,32.82,39.384,1.0,0.0,131.28
2024-06-27,131.28,4,4,0,4,3,26,6,2,2024,27,0,196.92,221.42,379.14,372.1,218.89714285714285,260.53285714285715,289.6473333333333,86.38929442052527,109.98727318016945,141.07999999999998,403.64,32.82,32.82,1.0,0.0,159.2
2024-06-28,159.2,5,5,0,5,4,26,6,2,2024,28,0,131.28,403.64,126.38,396.6,206.02,242.82857142857142,281.62,92.45567803007025,112.52086935932965,131.28,403.64,31.839999999999996,31.839999999999996,1.0,0.0,287.06
2024-06-29,287.06,8,5,0,8,5,26,6,2,2024,29,1,159.2,169.0,262.56,370.82,171.1,245.17285714285714,273.7066666666667,31.334000702113062,112.50364988204439,131.28,221.42,35.8825,57.412,1.0,0.0,131.28
2024-06-30,131.28,4,4,0,4,6,26,6,2,2024,30,1,287.06,178.8,408.54,499.96,187.96571428571428,246.92285714285714,270.9146666666667,53.76191801425472,111.04030333026911,131.28,287.06,32.82,32.82,1.0,0.0,98.46
2024-07-01,98.46,3,3,0,3,0,27,7,3,2024,1,0,131.28,221.42,323.3,386.8,181.17714285714285,227.11857142857144,258.6253333333333,57.94930247330745,105.05725269103752,131.28,287.06,32.82,32.82,1.0,0.0,192.02
2024-07-02,192.02,6,5,0,6,1,27,7,3,2024,2,0,98.46,141.07999999999998,234.64,212.8,163.61142857142858,211.0585714285714,249.014,62.19792049808208,106.11097328935303,98.46,287.06,32.00333333333334,38.404,1.0,0.0,310.08
2024-07-03,310.08,9,8,0,9,2,27,7,3,2024,3,0,192.02,196.92,380.62,251.7,170.88857142857142,208.0142857142857,248.32133333333334,62.10229717398332,106.42288604441708,98.46,287.06,34.45333333333333,38.76,1.0,0.0,60.74
2024-07-04,60.74,2,2,0,2,3,27,7,3,2024,4,0,310.08,131.28,221.42,474.18,187.0542857142857,202.9757142857143,250.26733333333334,81.65729011283344,107.01888321720362,98.46,310.08,30.37,30.37,1.0,0.0,303.7
2024-07-05,303.7,10,8,0,10,4,27,7,3,2024,5,0,60.74,159.2,403.64,310.08,176.97714285714284,191.49857142857144,236.486,93.22121033940118,103.7610273192436,60.74,310.08,30.369999999999997,37.9625,1.0,0.0,164.1
2024-07-06,164.1,5,3,0,5,5,27,7,3,2024,6,1,303.7,287.06,169.0,385.52,197.61999999999998,184.35999999999999,236.27333333333334,104.00394800198698,103.6114194656079,60.74,310.08,32.82,54.699999999999996,1.0,0.0,346.32
2024-07-07,346.32,11,8,0,11,6,27,7,3,2024,7,1,164.1,131.28,178.8,149.4,180.0542857142857,184.01000000000002,228.89266666666666,96.49276637087767,100.45150766734993,60.74,310.08,31.483636363636364,43.29,1.0,0.0,139.6
2024-07-08,139.6,5,5,0,5,0,28,7,3,2024,8,0,346.32,98.46,221.42,136.18,210.77428571428572,195.97571428571428,235.45666666666665,111.44838250017257,101.50627092343407,60.74,346.32,27.919999999999998,27.919999999999998,1.0,0.0,144.5
2024-07-09,144.5,5,4,0,5,1,28,7,3,2024,9,0,139.6,192.02,141.07999999999998,436.46,216.65142857142857,190.13142857142856,235.57066666666665,105.4624311352265,101.3927873015709,60.74,346.32,28.9,36.125,1.0,0.0,83.76
2024-07-10,83.76,3,3,0,3,2,28,7,3,2024,10,0,144.5,310.08,196.92,226.32,209.86285714285714,190.37571428571428,225.83866666666665,108.78914984413443,95.27282232632228,60.74,346.32,27.92,27.92,1.0,0.0,116.58
2024-07-11,116.58,4,4,0,4,3,28,7,3,2024,11,0,83.76,60.74,131.28,211.62,177.53142857142856,182.29285714285714,221.08666666666664,107.66590352081018,98.74018157503684,60.74,346.32,29.145,29.145,1.0,0.0,154.3
2024-07-12,154.3,5,5,0,5,4,28,7,3,2024,12,0,116.58,303.7,159.2,221.42,185.50857142857143,181.24285714285716,217.91866666666667,99.3152186103372,100.56221597060956,83.76,346.32,30.860000000000003,30.860000000000003,1.0,0.0,65.64
2024-07-13,65.64,2,1,0,2,5,28,7,3,2024,13,1,154.3,164.1,287.06,379.14,164.16571428571427,180.89285714285714,215.68133333333333,84.6534249862626,101.22609121658549,83.76,346.32,32.82,65.64,1.0,0.0,172.42000000000002
2024-07-14,172.42000000000002,6,4,0,6,6,28,7,3,2024,14,1,65.64,346.32,131.28,126.38,150.1,165.07714285714286,205.2313333333333,92.48388688486965,99.94352124845415,65.64,346.32,28.736666666666668,43.105000000000004,1.0,0.0,32.82
2024-07-15,32.82,1,1,0,1,0,29,7,3,2024,15,0,172.42000000000002,139.6,98.46,262.56,125.25714285714285,168.01571428571427,206.766,38.7197992910978,99.04038022182031,65.64,172.42000000000002,32.82,32.82,1.0,0.0,60.74
2024-07-16,60.74,2,2,0,2,1,29,7,3,2024,16,0,32.82,144.5,192.02,408.54,110.00285714285714,163.3271428571429,199.108,51.16214802445491,103.36507148335261,32.82,172.42000000000002,30.37,30.37,1.0,0.0,27.92
2024-07-17,27.92,1,1,0,1,2,29,7,3,2024,17,0,60.74,83.76,310.08,323.3,98.03714285714285,153.95000000000002,187.51466666666667,51.54273363410442,98.45313633060807,32.82,172.42000000000002,27.92,27.92,1.0,0.0,312.02
2024-07-18,312.02,11,8,0,11,3,29,7,3,2024,18,0,27.92,116.58,60.74,234.64,90.05999999999999,133.7957142857143,177.66866666666664,58.033113535866036,99.17279781143158,27.92,172.42000000000002,28.365454545454543,39.0025,1.0,0.0,242.96
2024-07-19,242.96,8,4,0,8,4,29,7,3,2024,19,0,312.02,154.3,303.7,380.62,117.97999999999999,151.74428571428572,180.248,102.72398291862864,101.68020016801137,27.92,312.02,30.37,60.74,1.0,0.0,200.34
2024-07-20,200.34,7,5,0,7,5,29,7,3,2024,20,1,242.96,65.64,164.1,221.42,130.6457142857143,147.40571428571428,175.65933333333334,112.9094148505996,95.2273524141885,27.92,312.02,28.62,40.068,1.0,0.0,121.48
2024-07-21,121.48,4,4,0,4,6,29,7,3,2024,21,1,200.34,172.42000000000002,346.32,403.64,149.88857142857142,149.99428571428572,174.95666666666665,111.45309438332828,94.95543333343379,27.92,312.02,30.37,30.37,1.0,0.0,106.78
2024-07-22,106.78,4,4,0,4,0,30,7,3,2024,22,0,121.48,32.82,139.6,169.0,142.61142857142858,133.93428571428572,165.55133333333333,111.39975874129657,84.97248506928892,27.92,312.02,26.695,26.695,1.0,0.0,339.94
